title,platform,date,summary,meta_socre,user_socre,rate_num,genre,rating
Tales from the Borderlands: A Telltale Game Series,PlayStation 4,2015,"
                        Like all good tales, there＊s more than one side to a story. Especially one about a Vault key, the Hyperion Corporation, bandits, loot, gangsters, Vault Hunters, secret Atlas tech, explosions, getaways, extortion, betrayal, and mayhem. Set after the events seen in Borderlands 2, Tales from the Borderlands is about Rhys, a Hyperion company man looking to become the next Handsome Jack, and it＊s also about Fiona, a Pandoran con artist out to score the biggest of all swindles. Lured into danger by a Vault key and all it promises, the unlikely duo are thrown together with a common goal and a huge amount of mistrust. Who is telling the truth, and why is it important That＊s up to you to decide. You are Rhys＃and you are also Fiona, because like every tale worth telling, there are two＃oh, you read that part already? Well, it＊s important to remember that there *are* two sides to every story, and you my friend, you will tell this tale, or＃tales, through the choices that you make. Your every decision as both Rhys and Fiona will affect the people and world around you: this is a game where YOU are the final author in a brand new Borderlands story set on the unforgiving world of Pandora. [TellTale Games]
                        ",86,8.1,523,Adventure,M
Total War: Shogun 2 - Fall of the Samurai,PC,2012,"
                        This massive-scale, stand-alone expansion to Total War: SHOGUN 2 offers a completely new experience to players. Six new playable clans, including those supporting a modern imperial Japan such as the Satsuma and those allied with the old Shogun like the Nagaoka, are now available. Three great foreign powers must also be dealt with: America, Britain and France all have a vested interest in Japan＊s future. How will you treat them? All this plays out across an expanded and improved campaign map, covering new island provinces in the far north and featuring all-new building and technology trees as well as brand new features such as railways and naval bombardments, seen for the first time in a Total War title.
                        ",86,8.5,395,Strategy,T
Startopia,PC,2001,"
                        Any ""Futurama"" fanatics out there need another hit of space humor?  Rebuild and manage a giant 2001-esque space donut/station and attract a variety of alien species to it in a game that plays like the deep space version of ""Dungeon Keeper.""
                        ",86,8.6,70,Strategy,T
NBA Live 2001,PlayStation,2000,"
                        NBA Live 2001 follows the fine tradition established by previous versions while adding just about every conceivable gameplay option.
                        ",86,7.1,10,Sports,E
Enemy Engaged: RAH-66 Comanche Versus Ka-52 Hokum,PC,2000,"
                        Here's your chance to fly two of the deadliest next-gen attack helicopters -- the U.S. Army's RAH-66 Comanche gunship, a stealth helicopter with a radar signature 1/600th that of a Hellfire missile ... or the Russian-built counterpart, the twin-rotored death-deliverer -- the KA-52 Hokum-B.  [Empire Interactive]
                        ",86,7.2,17,Simulation,T
Silent Hill,PlayStation,1999,"
                        A young man searching for his daughter - struggling to exist in a place between reality and hell -  a town hiding gruesome, dark secrets. Follow a trail of blood and mutilation to snatch a loved one from the clutches of a demonic power. Enter an alternative dimension where death is no escape. Welcome to the madness that is Silent Hill...
                        ",86,8.9,661,Action Adventure,M
Fallout 2,PC,1998,"
                        It's been 80 long years since your ancestor trod across the wastelands. As you search for the Garden of Eden Creation Kit to save your primitive village, your path is strewn with crippling radiation, megalomaniac mutants, and a relentless stream of lies, deceit, and treachery. You begin to wonder if anyone really stands to gain anything from this brave new world. [Interplay]
                        ",86,9.1,1442,Role-Playing,M
Kirby: Canvas Curse,DS,2005,"
                        (Also known as ""Touch! Kirby's Magic Paintbrush"")  Kirby: Canvas Curse delivers classic Kirby action with a fun twist. Using the stylus to control Kirby's movements is surprisingly intuitive, and the new control scheme provides many unique gameplay challenges. The rainbow paths you draw guide Kirby through the game, but they also can protect Kirby from falling icicles, lasers, cannon blasts and other hazards. In addition to drawing paths, the stylus can also be used to stun enemies, destroy barriers, detonate bombs and much more. Each of the game's seven worlds is divided into three stages, and each stage holds three hidden medals. Some are easy to find, while others are either well-hidden or heavily protected. You don't need to find these medals to complete the game, but the medals you recover can be traded in to unlock special features like new ink colors for the paths you draw with the stylus. [Nintendo]
                        ",86,7.8,103,Action,E
Burnout Legends,PSP,2005,"
                        Burnout Legends sets the bar for on-the-go automotive anarchy, combining the series＊ trademark speed, destruction and depth with new PSP-only features, gameplay refinements and connectivity.  Gamers can look forward to eight gameplay modes, including crash, road rage and pursuit, with white-knuckle multiplayer via WiFi, and a GameShare option allowing players to wirelessly share a demo level of the game with friends. [Electronic Arts]
                        ",86,8.5,131,Driving,E10+
Final Fantasy XIV: Heavensward,PC,2015,"
                        The Warriors of Light travel now to Ishgard a city-state mired in a 1000-year conflict with the dragons of the Dravanian Horde. Can our heroes reveal the ancient truths buried in Ishgard＊s bloody history and help bring an end to the Dragonsong War? Can the Warriors of Light cast off the shadows that darken the realm?
                        ",86,8.4,432,Massively Multiplayer Online,T
Football Manager 2013,PC,2012,"
                        Football Manager 2013 brings 900-plus new and enhanced features to the Football Manager series.
                        ",86,6.9,260,Sports,
Out of the Park Baseball 14,PC,2013,"
                        You'll love our 2013 roster set, which features not only up-to-date Opening Day rosters for all major league teams but also thousands of individually-rated players for all minor leagues and hundreds of players from the 2013 first-year player draft class. Major league player ratings are officially based on Baseball Prospectus' PECOTA projection system, which has proven to be the most accurate player stats projection system on the market!

The 2013 season will have plenty of drama in store. Will Mike Trout be able to improve upon his already legendary rookie season? Will Washington with a healthy Stephen Strasburg and a more experienced Bryce Harper dominate the AL East? Will Toronto's all-in approach pay off? How will the AL West welcome Houston? Play OOTP 14 and find out!
                        ",86,8.2,64,Sports,
ESPN NHL 2K5,PlayStation 2,2004,"
                        ESPN NHL Hockey returns to the ice with the confidence of a seasoned veteran. Improved player control, an all-new fighting engine and lightning fast gameplay truly capture the feel and pace of NHL-caliber hockey. ESPN NHL 2005 features breakthrough new ways to play including online leagues, multi-player mini-games and a deeper franchise mode adding endless replay value to an already robust lineup. Deeper and more interactive than before, this season's Skybox features more than 150 unlockables, including more retro jerseys, remote outdoor locations and more. Execute sliding poke checks, swipe at loose pucks and more with new defensive stick controls that give you hands-on stick movement in a variety of defensive situations. With exclusive ESPN presentation players will experience all the on-ice action called by ESPN veteran commentators, Gary Thorne and Bill Clement. [Sega]
                        ",86,8.1,19,Sports,E
DiRT Rally,Xbox One,2016,"
                        DiRT Rally features 39 of the most iconic and relevant cars from yesteryear through to modern day, representing the cars that the players want, and the ones that make the most sense for the surfaces they race on. Six rallies with over 70 stages. Head to the muddy paths of Wales, the dusty trails of Greece and the icy tarmac of Monte Carlo. Take on the legendary hillclimb of Pikes Peak, the snowy thrills of Sweden, and the epic scenery of Finland. DiRT Rally has the iconic locations to test your nerve and delight your senses. Race at the Lydden Hill, Holjes and Hell tracks in six of the fastest off-road cars and take on your friends in bumper-to-bumper multiplayer racing. 
                        ",86,7.9,86,Racing,E
The Witcher: Enhanced Edition,PC,2008,"
                        Assume the role of The Witcher, Geralt, a legendary monster slayer caught in a web of intrigue as he battles forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other. The Witcher shatters the line between good and evil in a world where moral ambiguity reigns. The Witcher emphasizes story and character development in a vibrant world while incorporating tactically-deep real-time combat like no game before it. [Atari]
                        ",86,8.5,2579,Role-Playing,M
UFC Undisputed 3,PlayStation 3,2012,"
                        The critically acclaimed and best-selling MMA videogame franchise returns to take players inside the Octagon with UFC Undisputed 3,  delivering intense UFC action focused on brutal toe-to-toe combat, impressive visual presentation and increased accessibility.
                        ",86,7.4,103,Action,T
Borderlands: The Secret Armory of General Knoxx,PC,2010,"
                        (Downloadable Content)  Borderlands goes to ELEVEN! You may have seen some games raise their level cap by 5, or maybe even 10, but with The Crimson Lance Assassination Squads wreaking havoc and Crawmerax the Invincible being all invulnerable and stuff we knew you'd need more than just 10. And that's why Borderlands goes to ELEVEN! The Secret Armory of General Knoxx is an add-on pack for Borderlands that adds new guns, new Class Mods, new vehicles, new missions, new enemy types, and increases the level cap to 61. [Xbox.com]
                        ",86,7.1,99,Action,M
Call of Duty 2,PC,2005,"
                        Call of Duty 2 lets players experience four individual soldier stories as they overcome insurmountable odds in multiple campaigns.  Players have the freedom to follow each of the four storylines through for the ultimate character-driven experience, or they can engage in the historic battles chronologically for quick hitting action. Infinity Ward has also expanded the scope of combat to deliver a truly realistic battlefield experience.  Squads now have the freedom to take on a variety of mission objectives, on expansive battlefields that allow for multiple paths and the ability to utilize actual combat tactics like outflanking and fire and maneuver capabilities. Call of Duty 2's new engine and A.I. technology set the stage for authentic squad combat and astonishing action.  Concealment can be key as battlefield smoke or even deployed smoke grenades cloud visibility.  Weather effects such as the dusty sandstorms of North Africa and whiteout blizzard conditions of Russia, for example, will keep soldiers glued to their bunkers.  The team has also employed a state-of-the-art Battle Chatter System that brings the action to life as squad-mates bark out context-sensitive updates in real-time to players through an advanced A.I. system. [Activision]
                        ",86,8.5,942,Action,T
F1 2017,PlayStation 4,2017,"
                        Win the 2017 World Championship, break every record in the fastest ever F1 cars, and race some of the most iconic F1 cars of the last 30 years. The game sports an even deeper ten year Career, more varied gameplay in the new ＆Championships＊ mode, and a host of other new features, both online and offline.
                        ",86,7.5,87,Racing,E
Astebreed,PC,2014,"
                        Climb into the pilot's seat of an otherworldly war machine and take down a genocidal alien race bent on eradicating humanity to preserve their own civilization.
                        ",86,7.4,129,Action,
Winning Eleven: Pro Evolution Soccer 2007,PlayStation 2,2007,"
                        Winning Eleven: Pro Evolution Soccer 2007 expands upon the series' realism with faster gameplay, more responsive control and improved artificial intelligence. Players will now make intelligent runs without the ball, identifying opportunities and pointing to where they would like the ball to be delivered. Similarly, the game is now more physical, with defenders jockeying for position and strikers working to turn their opponent as they receive the ball. The game's shooting system has also been refined, letting players take more snap shots, while volleys have been updated for more player control. Players can also enjoy the Beautiful Game in more ways than ever before with new play modes. International Challenge mode lets players compete through four continents of opposition to become a champion, while Random Selection Match lets gamers take the field with a group of players selected at random from a predetermined league or geographic area. The Master League mode returns with more options, allowing players to take complete control of their favorite team and control its destiny for an extended period of time. The game's roster of teams is also expanded with new, fully-licensed international teams for players to use including Argentina, Italy, the Netherlands, Spain and Sweden, as well as additional club teams. [Konami]
                        ",86,8.9,50,Sports,E
Sid Meier's Civilization VI,Xbox One,2019,"
                        Civilization VI offers new ways to interact with your world, expand your empire across the map, advance your culture, and compete against historys greatest leaders to build a civilization that will stand the test of time.
                        ",86,7,29,Strategy,E10+
NASCAR 2005: Chase for the Cup,Xbox,2004,"
                        Do you have what it takes to be a top NASCAR driver? In NASCAR 2005: Chase for the Cup, you can become a superstar owner or driver and decide where, how, and what to drive. During races you can even rattle rivals with the all-new Intimidator button. Push them too far and you might find yourself in a postrace confrontation. Develop essential racing skills, increase fan support, and compete in four racing series to become the driver that top NASCAR teams are looking for.
                        ",86,tbd,,Driving,E
Onimusha: Warlords,PlayStation 2,2001,"
                        Delivering all the survival horror feel of the classic Capcom ""Resident Evil"" series, Onimusha Warlords pits the player as a the great swordsman Samanosuke Akechi, who must brave hell to save the fair princess after the Inabayma Castle has been overrun by evil demon zombies.
                        ",86,8.3,,Action Adventure,M
Ground Control,PC,2000,"
                        Two political factions have gone to war over a distant world and the secrets it holds in Ground Control, a visually stunning and frenetically paced action/real-time strategy game from Sierra Studios and Massive Entertainment.  [Sierra Studios]
                        ",86,7.6,44,Strategy,T
Cuphead,Xbox One,2017,"
                        Cuphead is a classic run and gun action game primarily focused on boss battles. Inspired by the cartoons of the 1930s, the visuals and audio are carefully created with the same techniques of the era, i.e. traditional cel animation (hand drawn & hand inked), watercolor backgrounds, and original jazz recordings. Play as Cuphead or Mugman (in single player or co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets. [Studio MDHR]
                        ",86,8.4,854,Action,E10+
Velocity 2X,PlayStation 4,2014,"
                        Velocity 2X features puzzle-platforming action alongside top-down shoot-'em-up gameplay.
                        ",86,6.9,327,Action,E10+
Killer Instinct Season 3,Xbox One,2016,"
                        Eight characters are coming to Killer Instinct with the Season 3 update, including Rash (Battletoads), Arbiter (Halo), Kim Wu, and Tusk.
                        ",86,6.6,147,Action,
Valkyria Chronicles,PlayStation 3,2008,"
                        Valkyria Chronicles is set in a fictitious continent reminiscent of 1930s Europe, divided in two and ruled by the Empire and the Federation. The Empire has set its sights on invading a small neutral country called Gallia, which is situated in the middle of the two great empires. The game follows a hero named Welkin and his fellow soldiers of the Federation's 7th Platoon that are fighting against the Empire, who are intent on unifying the continent under its power. The Federation discovers that the Empire possesses a secret weapon, known as the ""Valkyria"" - an ancient race with special powers thought to exist only in legends. With this new discovery, the fate of the Federation's ability to win the war and a hope for a better future hangs in the balance. [Sega]
                        ",86,8.8,487,Role-Playing,T
Pillars of Eternity: Complete Edition,Xbox One,2017,"
                        Pillars of Eternity, the ultimate role-playing experience on PC, comes to Xbox One! Created by and for role-playing fans by Obsidian Entertainment, masters of the RPG genre, Pillars started as a Kickstarter project, where it shattered all funding goals and pulled in more than 75,000 backers. From there, it released to broad critical acclaim, won dozens of awards, and has been a fan favorite on the PC. Now, Paradox Arctic has adapted this unmissable RPG for an entirely new audience on major consoles -- bringing Pillars' fantastical world, tactical combat, and unforgettable story to fans on a whole new platform. Pillars of Eternity: Complete Edition includes all previously released additional content from the PC version, including all DLC and expansions in a single package. 

But Pillars of Eternity: Complete Edition goes beyond just offering everything together. Paradox Arctic has thoroughly updated the Xbox One version of the award-winning RPG for play with a controller, and have entirely redesigned the UI for easy viewing on televisions. Players will be able to easily navigate the game's detailed character creation, real-time-with-pause combat, and party management from their couches thanks to new TV-friendly menus and controls. 

Pillars of Eternity: Complete Edition features: 
 Award-winning writing, story and artwork of Pillars of Eternity, along with the expanded world and content of The White March: Parts I & II 
 Countless character creation options, from races and classes to character backgrounds which drive your personal story 
 An epic universe to explore, filled with intriguing party members and companions, a variety of in-game factions, and a lovingly rendered world to traverse 
 All major updates from the original PC version, including a raised level cap, expanded party AI options, and new difficulty levels 
 New UI and controls designed from the ground up, presenting the Pillars of Eternity experience like never before
                        ",86,7.6,38,Role-Playing,M
Shovel Knight,Xbox One,2015,"
                        Shovel Knight is a sweeping classic action adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic. It's a hot mashup of new and old! You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this land with two goals: to defeat the evil Enchantress and quest for his lost beloved. He wields a Shovel Blade: a multipurpose weapon whose techniques have now been lost to the ages. Always honest and helpful, Shovel Knight is a shining example of the code of Shovelry: Slash Mercilessly and Dig Tirelessly!

But, between Shovel Knight and his beloved stands a cadre of villainous knights. These terrible foes, known as The Order of No Quarter, have been dispatched to prevent Shovel Knight from reaching the Enchantress, and will pursue their mission at any cost. If you love games with perfect platforming, beautiful art, infectious music, crazy bosses, humor and levity, and real heart... Shovel Knight is for you!
                        ",86,7.6,65,Action,E
The Messenger,Switch,2018,"
                        As a demon army besieges his village, a young ninja ventures through a cursed world, to deliver a scroll paramount to his clan＊s survival. What begins as a classic action platformer soon unravels into an expansive time-traveling adventure full of thrills, surprises, and humor. 
                        ",86,8.4,185,Action,E10+
Resistance: Fall of Man,PlayStation 3,2006,"
                        In Resistance: Fall of Man, the U.S. and Britain band together in a last-ditch effort to save Europe and Asia from a horrific scourge. In mere decades, the Chimera - a species of unknown origin propagating a virus that converts other life forms into more Chimera - has overrun Russia and all of Europe. Humanity＊s hope for survival is slim, and the tide of the battle rests on the shoulders of U.S. Army Ranger, Sgt. Nathan Hale. Resistance: Fall of Man draws players into a deep, frightening story that rewrites the 20th century and pits the United States and Britain against a horrific species of unknown origin. In addition to an epic single player campaign, the game features co-op, split screen multiplayer and highly customizable online gameplay. Greater processing power on PlayStation 3 and Blu-ray technology enables more immersive visual and sound effects in Resistance: Fall of Man, heightening the chaos of large-scale warfare. Insomniac Games has combined its passion for creating exotic weapons and vehicles with a proprietary physics system to create a unique human and alien arsenal. [SCEA]
                        ",86,8,837,Action,M
Boom Blox Bash Party,Wii,2009,"
                        BOOM BLOX  Bash Party is even more fun to play with friends and family, featuring twice as many multiplayer challenges as the original, and now offers team-based challenges! Players can play with or against friends, solo or in teams, knocking down blocks, destroying towers, slinging and launching blocks and characters, for tons of high-energy, family-friendly fun! BOOM BLOX Bash Party is packed with tons of new features. The game showcases new block types, including: virus and conveyor blox, new blox shapes, such as: cylinders and wedges, and new tools that make for even more destructive fun. Players find twists on BOOM BLOX game play favorites like throwing and grabbing. Players now can also sling, launch, and blow the competition away with new cannon, paint ball and slingshot tools. Even the characters are in on the action as BOOM BLOX Bash Party features a new cast of wacky blox characters. This time they don＊t just cheer you on, they are now blox themselves and you can throw, stack or even launch them, utilizing them to create even more madness and mayhem. The fun continues online as BOOM BLOX Bash Party enables players to download even more new levels via the Internet. With the press of a button, players can grab, play and rate new levels from EA as well as levels created by members of the BOOM BLOX Bash Party community. Using the game's easy-to-use Create Mode, players now have the power to share the levels they built with friends, or submit their masterpiece to be shared with the world! The expanded Create Mode lets players build and create like never before, giving them access to the same tool set the EA development team used to create each and every level in the game. [Electronic Arts]
                        ",86,7.8,43,Miscellaneous,E
Kentucky Route Zero,PC,2013,"
                        Kentucky Route Zero is a magical realistic adventure game about a secret highway in the caves beneath Kentucky, and the mysterious folks who travel it.
                        ",86,7.6,47,Adventure,
Stardew Valley,PlayStation 4,2016,"
                        You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won't be easy. Ever since Joja Corporation came to town, the old ways of life have all but disappeared. The community center, once the town's most vibrant hub of activity, now lies in shambles. But the valley seems full of opportunity. With a little dedication, you might just be the one to restore Stardew Valley to greatness.
                        ",86,7.9,216,Role-Playing,E10+
Rise of the Tomb Raider,PC,2016,"
                        After uncovering an ancient mystery, Lara Croft embarks on a journey throughout the most treacherous and remote regions of the world to find the secret of immortality. Forming powerful new alliances and relying on her intellect and survival skills, Lara will ultimately embrace her fate as the Tomb Raider. Featuring epic, high-octane action moments set in the most beautifully hostile environments on earth, Rise of the Tomb Raider delivers a cinematic survival action adventure where you will join Lara Croft on her first tomb raiding expedition and witness the rise of an icon.
                        ",86,7.9,1630,Action Adventure,M
NBA 2K14,Xbox One,2013,"
                        NBA 2K14 promises to raise the bar yet again, providing the best basketball gaming experience for legions of sports fans and gamers around the world.
                        ",86,5.7,184,Sim,E
Total War: WARHAMMER,PC,2016,"
                        In an era of ceaseless conquest, a myriad warriors clash in epic battles as entire races wage war on one another, each led by a notorious hero seeking dominion over the world. All at your command. The courageous Karl Franz marshals the men of the Empire, looking to unite the fractured elector counts under a banner of strength against their common foes. Hungry for the vicious brutality of combat, the Greenskins flock to the tribe of Grimgor Ironhide; Orcs and Goblins alike filled with an insatiable thirst for carnage. High King Thorgrim helms the stoic Dwarfs forth from their mountain strongholds, marching to right the serious injustices wrought upon them over the millennia. Yet the motives of the Vampire Counts under Mannfred von Carstein are shrouded in murderous secrecy, his armies raised from the decrepit ranks of the dead. And while the Old World is torn by betrayal, war and the unleashing of unfathomable power, a rising threat still whispers in the winds from the north. The fabric of reality itself begins to rend and buckle.
                        ",86,7.4,782,Strategy,T
Might & Magic: Clash of Heroes,DS,2009,"
                        Might & Magic Clash of Heroes is the first puzzle adventure RPG game from Ubisoft.It is inspired by the famous Heroes brand and set in the Might & Magic universe. With a manga art direction it has been re-mastered into a glorious 2D environment. As a prequel to Heroes V, 40 years before, Might & Magic Clash of Heroes is set across five different regions of Ashan (a part of the Might & Magic world). Live an exciting adventure as you play 5 different heroes, alternate between exploration in various maps and battle in turn-based puzzle games, in order to accomplish your quest. [Ubisoft]
                        ",86,7.6,70,Role-Playing,E10+
Madden NFL 06,Xbox,2005,"
                        With its new modes and enhancements, Madden NFL 06 offers an authentic football experience. Among the game's offensive enhancements are &quot;QB Vision Control,&quot; which gives each quarterback a unique field of vision, and &quot;QB Precision Placement,&quot; which lets you throw the ball more accurately. In the new NFL Superstar mode, you can experience the life of an NFL player by earning one of more than 60 personas ranging from MVP to movie star.
                        ",86,6.8,42,Sports,E
F1 2020,PlayStation 4,2020,"
                        For the first time, players can create their own F1? team by creating a driver, then choosing a sponsor, an engine supplier, hiring a teammate and competing as the 11th team on the grid. Build facilities, develop the team over time and drive to the top. Customise your 10-year career mode, with a choice of F2? Championship introduction options and season lengths to allow for a more exciting, multiple season, career. The addition of split-screen racing, a new steering assist and a more accessible race experience means that you can enjoy the game with friends, no matter what your skill level. F1? 2020 features all the official teams, drivers and 22 circuits, including two new races: Hanoi Circuit and Circuit Zandvoort. Online connection required to download the final teams＊ 2020 cars (as applicable) and F2? 2020 season content.

                        ",86,7.4,154,Racing,
Donkey Kong Country: Tropical Freeze,Switch,2018,"
                        Help Donkey Kong and his friends get back their home from Vikings in the Donkey Kong Country: Tropical Freeze game from Retro Studios. All the challenging ground-pounding, barrel-blasting and mine cart action from the Donkey Kong Country series is back, along with a bushel of new game-play elements and features.
                        ",86,8.6,598,Action,E
Monster Boy and the Cursed Kingdom,Switch,2018,"
                        A legendary game series returns with an all-new adventure and in HD/ Monster Boy is a colorful side-scrolling action adventure created in cooperation with Ryuichi Nishizawa, the creator of the famous Wonder Boy in Monster World series.

Monster Boy is being created to bring back the enjoyment of the classic games that shine by simplicity. Exciting gameplay, upbeat music and smooth graphics. You'll need to overcome huge bosses, find hidden passages, discover powerful equipment and use all your wits and skills to remove a powerful curse.

Transform into 6 different creatures, each with their own skills and abilities. Take advantage of all the unique powers to open new paths and advance in an epic story.

We put all our passion into Monster Boy to create a truly enjoyable love letter to gaming from the 80's and 90's - will you join us and celebrate together with us?

Features:

* Switch between up to 6 playable characters: Each character feels different and all of them keep the gameplay fresh and exciting.
* Unlock new paths and secrets with special equipment: Look for magic weapons and equipment that gradually open up the world.
* Over 15 hours of epic adventure: Explore the new 'Monster World' in a huge interconnected environment.
* Soundtrack from Japanese superstar composers: Yuzo Koshiro, Motoi Sakuraba, Michiru Yamane, Keiki Kobayashi and Takeshi Yanagawa
* Full HD graphics at 60 frames per second: The game supports 1080p/60fps (docked) and 720p/60fps (portable mode)
* HD Rumble support: Feel the action with high performance HD Rumble support
                        ",86,8.3,119,Action Adventure,E10+
BlazBlue: Calamity Trigger,Xbox 360,2009,"
                        In the 13th hierarchical city, Kagutsuchi, the Librarium regulates the amazing power of Armagus, a fusion of magic and technology. Currently they are after a wanted criminal named Ragna The Bloodedge, also known as Death, who wants to destroy the Librarium. Due to Ragna possessing a powerful form of Armagus known as the Azure Grimoire, people far and wide are after not only his bounty, but his grimoire as well. This is where our story begins.
BlazBlue Key Features: The first hi-res 2D fighter from the creators of the Guilty Gear series! Experience the beauty of high-resoluti on, hand-drawn sprites on 3D backgrounds, all in glorious high-definition. Online Battle Action. Get ready to take the action online and battle the best players from all over the world! Console Exclusive Modes. BlazBlue features the following console-only modes: Arcade, Vs, Practice, and a completely fleshed-out Story Mode that tells the tales of each character. Over 10 unique combatants to choose from! Choose a character that represents your own fighting style, like the lightning-fast Taokaka or the wickedly powerful Tager. Drive your way to victory! Use the unique ""Drive Attacks"" specific to each character to decimate your opponent. Depending on the character, control the elements like wind and ice, or even absorb the life force from your opponents. A plethora of offensive and defensive options at your disposal! Take advantage of Barriers, Counter Assaults, Rapid Cancels, and Distortion Drives to turn the tide of battle! [Akys Games]
                        ",86,8.5,74,Action,T
Resident Evil 5,PC,2009,"
                        In Resident Evil 5, returning hero Chris Redfield is sent to Africa to investigate a biological weapon that is transforming the populace into aggressive and disturbing creatures. Joined by another local BSAA agent, Sheva Alomar, the two must work together to solve the truth behind the frightening turn of events. Featuring a revolutionary new co-op mode of gameplay, Resident Evil 5 will let players experience fear together as terror moves out of the shadows and into the light of day. The PC version of Resident Evil 5 features online play for co-operative play sessions over the internet and will also take advantage of NVIDIA＊s new GeForce 3D Vision technology (wireless 3D Vision glasses sold separately). [Capcom]
                        ",86,7.2,885,Action Adventure,M
Saints Row IV,PC,2013,"
                        Saints Row IV is an open world game that continues the story of the Third Street Saints by elevating their status to the highest level - the leaders of the free world. After a catastrophic alien invasion occurs where the aliens trasnport the Saints to a bizarro-Steelport simulation, you must fight to free humanity from alien grandaddy Zinyak's mental grasp by ultiziling gargantuan superpowers. Escape the simulation that's trapped the Saints crew, or die trying.
                        ",86,7.4,1802,Action Adventure,M
Need for Speed: Most Wanted U,Wii U,2013,"
                        Need for Speed: Most Wanted is an open world Racing game. The game is the 19th release in the long-running Need for Speed franchise, but hearkens back to the earliest games in the series as players compete in races with police unified against them. Races have a set beginning and end point, with the open world game design allowing players to complete each using whatever path they can find. Additional features include a unique blend of Simulation and Arcade gameplay, social play options through the Autolog 2 feature, exciting multiplayer support, and a large selection of performance vehicles.
                        ",86,7.6,173,Driving,E10+
DmC: Devil May Cry Definitive Edition,Xbox One,2015,"
                        The definitive edition of this action game arrives with enhanced 1080p graphics at 60fps, new features and all the original DLC included. Chain together stylish combos with up to 8 unique weapons. Traverse the demonic world of Limbo as you join Dante and Vergil in the legendary rebirth of the Devil May Cry franchise. 
                        ",86,8,280,Fantasy,M
Mercenaries,Xbox,2005,"
                        Inspired by real-world events, Mercenaries begins the search for the leader of a North Korean military coup who threatens the world with nuclear war. As one of the top operatives for a private mercenaries company, you have been called in to execute the general and his top military and scientific advisors. Hunt down all 52 targets--depicted on a deck of playing cards--with a variety of military weapons and vehicles. Earn cash from different missions to buy better weapons and vehicles, or sell your vehicles and weapons on the black market.
                        ",86,8.7,57,Action Adventure,T
Final Fantasy X / X-2 HD Remaster,PlayStation Vita,2014,"
                        Can you help save the people of Spira? Join Tidus and Yuna on an adventure to rid the world of Sin and bring about the Calm in one of the most popular FINAL FANTASY stories of all time. FINAL FANTASY X HD Remaster is a remastered edition of the game in HD, so if you＊ve been wanting to relive your adventures (or experience the story for the first time) now＊s your chance.
                        ",86,8.4,402,Miscellaneous,T
Guitar Hero: Metallica,PlayStation 3,2009,"
                        Guitar Hero: Metallica takes music fans through the band＊s fabled library of songs, plus the music and musicians who influence them. When the house lights go down, virtual rock stars across the globe will shred, drum and wail to an explosive set list featuring over 45 tracks from Metallica＊s illustrious career and a wide variety of other legendary artists personally selected by the band, such as Queen, Foo Fighters, Bob Seger, Lynyrd Skynyrd, Slayer and Judas Priest. Featuring tracks from every Metallica studio album, the complete Guitar Hero Metallica on-disc set list includes their following hits: All Nightmare Long, Battery, Creeping Death, Disposable Heroes, Dyers Eve, Enter Sandman, Fade To Black, Fight Fire With Fire, For Whom The Bell Tolls, Frantic, Fuel, Hit The Lights, King Nothing, Master of Puppets, Mercyful Fate, No Leaf Clover, Nothing Else Matters, One, Orion, Sad But True, Seek And Destroy, The Memory Remains, The Shortest Straw, The Thing That Should Not Be, The Unforgiven, Welcome Home (Sanitarium), Wherever I May Roam, and Whiplash. Complementing Metallica＊s intensity are 21 rockin＊ tracks personally chosen by the band, including ""War Ensemble"" by Slayer. [Activision]
                        ",86,8.1,54,Action,T
EverQuest: Omens of War,PC,2004,"
                        Follow the Wayfarers Brotherhood to the war-ravaged Realm of Discord to help end the tyrannical ways of the Muramites once and for all.  Mata Muram, the leader of the Muramites, is rumored to be building the ultimate invading army. It's up to you to thwart his plans. Experience EverQuest: Omens of War and the twisted lands of a realm where war is persistent and death is constant.  Face the fear of the Battlegrounds of Discord. Explore the shattered landscapes of the Discordant Plateau. Then take your fury to a landscape that teems with Muramites preparing to invade not just Norrath, but countless innocent worlds.  Adventure solo, or in groups and raids to complete ""epic quests"" and earn prestigious weapons. [Sony Online Entertainment]
                        ",86,8,8,Role-Playing,T
Golden Sun: The Lost Age,Game Boy Advance,2003,"
                        It is the dawn of a new age...And the heroes of Golden Sun have been abandoned. Now, the world is falling into darkness. A new band of adventurers is the world's final hope...but they may also be its doom. Pursued by the heroes of the original Golden Sun, they must race to complete their quest before the world becomes lost to the ages.
                        ",86,9,193,Role-Playing,E
Steel Beasts,PC,2000,"
                        More than just another modern tank simulation. This design effort goes further than any before it to accurately model real-world conditions and tactics -- but in a way as to not overwhelm the novice, would-be tanker with a zillion key combinations and an overwhelming interface.  [Shrapnel Games]
                        ",86,7.7,20,Simulation,T
